id,description
28413,15% discount on All Order Rs.999+
28414,Rs.100 discount on All Orders Rs.499+
28415,Rs.150 discount on All Order Rs.849+
28416,20% discount on All Gift Products
28417,Rs.25 Cashback on Reliance Mobile Recharge & Bill Payment of Rs.50+ Twice per User
28418,Rs.25 Cashback on Mtnl Mobile Recharge & Bill Payment of Rs.50+ Twice per User
28419,Rs.25 Cashback on Bsnl Mobile Recharge & Bill Payment of Rs.50+ Twice per User
28420,Rs.25 Cashback on Tata Mobile Recharge & Bill Payment of Rs.50+ Twice per User
28421,Rs.25 Cashback on Idea Mobile Recharge & Bill Payment of Rs.50+ Twice per User
28422,Rs.25 Cashback on Aircel Mobile Recharge & Bill Payment of Rs.50+ Twice per User
28423,Rs.25 Cashback on Vodafone Mobile Recharge & Bill Payment of Rs.50+ Twice per User
28424,Upto 65% OFF + Extra 100% Cashback on Domestic Hotels (Max. Off is Rs.2600 and Max. Cashback is Rs.8000)
28425,Quba Electronic Products Get it for just Rs.297
28426,Bachini Men's Boots (Brown) Get it for just Rs.449
28427,Bacca Bucci Men's Cherry Boots Get it for just Rs.849
28428,"Rockstep Men's Sports Shoes, Sandal, Socks, Sunglasses Get it for just Rs.749"
28429,BigWing Men's Faux Leather Casual Shoes - Tan Get it for just Rs.449
28430,Lotto Men's PU & Synthetic Mesh Sports Shoes (Blue) Get it for just Rs.1049
28431,Puma Men's Mesh Sports Shoes (Black & Red) Get it for just Rs.2199
28432,Reebok Men's Mesh Sports Shoes (White) Get it for just Rs.1749
28433,DK Derby Kohinoor Men's Synthetic Leather Casual Shoes Get it for just Rs.349
28434,Reebok Men's Mesh Sports Shoes (Navy) Get it for just Rs.2424
28435,Bachini Men's Faux Leather Boots Get it for just Rs.449
28436,George Adam Men's Synthetic Leather Shoes Get it for just Rs.349
28437,Anru Men's Mesh Shoes + Socks Combo Get it for just Rs.449
28438,Bachini Men's Suede Leather Shoes Get it for just Rs.449
28439,Rod Takes Men's Shoes + Socks Combo Get it for just Rs.349
28440,Rockstep Men's Footwear & Accessories Combo Get it for just Rs.616
28441,Bachini Men's Faux Leather Boots (Black) Get it for just Rs.449
28442,Rod Takes Men's Mesh Sports Shoes & Socks Combo Get it for just Rs.899
28443,Bacca Bucci Men's Canvas Casual Shoes (Blue) Get it for just Rs.549
28444,DK Derby Kohinoor Men's Synthetic Leather Sports Shoes Get it for just Rs.549
28445,Bacca Bucci Men's Faux Leather Boots (Brown) Get it for just Rs.949
28446,Rod Takes Men's Mesh Sports Shoes (Blue & White) Get it for just Rs.349
28447,Bacca Bucci Men's Canvas Casual Shoes (Black) Get it for just Rs.749
28448,DK Derby Kohinoor Men's Canvas Casual Shoes (Blue) Get it for just Rs.349
28449,Upto 35% discount on Carry All Vibrant Sling Bags
28450,My Princess Party Wear Dresses Starting At Rs.770
28451,50% discount on Sole Mates Footewear For Kids
28452,40% OFF + Extra 40% OFF on Min. purchase of Rs.1999 (App Only)
28453,Tote Bag Free on products listed at landing page
28454,10% discount on all products
28455,Extra 20% discount on Sale Products For Men
28456,40% discount on Premium Brands Eyeglasses &Sunglasses
28457,Rs.1000 discount on John Jacobs Avntura Sunglasses
28458,Hotels Offer for bookings for a Max. of 3 rooms and 3 nights. Starting at Rs.999
28459,40% OFF only for premium properties (Min. Booking of Rs. 1800)
28460,25% discount + Extra 15% Cashback on Hotel Booking
28461,Upto 60% OFF + Extra 20% Discount on Men's Footwear (No COD option on this Promo Code)
28462,Rs.500 Cashback for every 10th user on Bus Ticket Booking
28463,Rs.100 Cashback on Bsnl Landline Bill Payments of Rs.500+
28464,25% Cashback on all Hotels bookings (No Min. order value) only for Paytm users
28465,50% Cashback on all Hotels bookings (Max. cashback of Rs.500 only for Paytm users)
28466,25% Cashback on All Car Tyres (Max. Cashback is Rs.3000)
28467,"Upto Rs.10,000 Cashback on Apple Mobiles (Max. 1 order per User)"
28468,10% Cashback on Bus Ticket Bookings
28469,Upto 50% OFF + Extra 50% Cashback on Backpacks (Max. Cashback is Rs.5000)
28470,Upto 50% OFF + Extra 35% Cashback on Hand Bags (Max. Cshback is Rs.5000)
28471,4% Cashback on Min. Recharge and Bill Payments of Rs.20 (Not on Airtel)
28472,5% Cashback on Bus Ticket Bookings
28473,Rs.30 Cashback on Recharges and Bill Payments of Rs.250+
28474,"Extra 25% OFF on Furniture,Home Decor,Furnishings,Lamps and Lighting"
28475,"Extra 25% OFF on Furniture, Home Decor, Furnishings, Lamps & Lighting (Max. discount of Rs.400)"
28476,36% OFF on Tupperware
28477,Extra Rs. 200 OFF on all products (Min. purchase of Rs. 500)
28478,Upto 40% OFF + Extra 30% OFF on all products
28479,40% OFF on Dynamic Store Brand
28480,Dynamic Store 1.5L Storage Canister (set of 6) Get it for just Rs.1689
28481,11% discount on Acrylic Steel Oval Air Tight Cup Lock Container
28482,20% discount on Kitchen Products
28483,Computer Accessories Starting at Rs.149
28484,Power Banks Offer Everything under Rs.799
28485,60% OFF + 10% OFF on Diamond Jewellery
28486,Rs.3000 discount on Blackberry Z10 Black Smart Phone
28487,Rs.1000 discount on BlackBerry Porsche Design P9983 Black
28488,Rs.3000 discount on Dell Vostro 3458 W560510TH Intel Core i7
28489,Rs.2000 discount on Mobiles By Sony Brands
28490,Rs.2000 discount on Panasonic Mobiles
28491,"Summer Holidays Starting At Rs.27,850"
28492,10% discount on Purchase of Rs.500+
28493,Women's Fashion Jewellery Starting At Rs.449
28494,Extra 10% discount when you register
28495,Home Decor Products Get it for just Rs.200
28496,"Australia Packages Offer Starting at Rs.1,24,990"
28497,Up to Rs.600 OFF on GoAir domestic flights Bookings only
28498,"Up to 50% OFF + 80% Cashback on hotel bookings within India (Min. booking amount of Rs.3,000)"
28499,15% discount on Slice Bottle 1.2 ltr
28500,Free Home Delivery on All Orders
28501,Upto 10% Discount on Eyewear
28502,Upto 10% Discount on Bike & Car Battery
28503,Upto 15% Discount on Sanitaryware
28504,"Upto 15% OFF on Parryware, Hindware & Sanitaryware"
28505,Upto 10% OFF on Car & Bike Battery
28506,50% Off on Minimum Bill of Rs 300
28507,Upto 20% OFF on Car & Bike Battery
28508,Upto 5% OFF on Exide Car Battery
28509,Upto 15% OFF on Car Battery
28510,Upto 8% OFF on  Car Battery & Inverter
28511,Upto 5% OFF on Car Battery
28512,Upto 20% OFF on Four Wheeler Guards & Carriers
28513,Upto 20% OFF on Sanitaryware
28514,Upto 10% Discount on Eyewear
28515,"10 - 30% OFF on Plywood, Laminates & Veneer"
28516,"Upto 30% OFF on Ladies, Kids & Mens Wear"
28517,Upto 10% OFF on Mens Wear & Accessories
28518,Upto 25% OFF on Furnishing & Mattresses
28519,"Upto 15% OFF on Ladies, Kids & Mens Wear"
28520,"Upto 15% OFF on Mens, Kids & Ladies Wear"
28521,Upto 20% OFF On Door Locks
28522,10% - 40% OFF on Sanitaryware
28523,10% - 30% OFF on Plywood 
28524,10% - 60% OFF on Tiles & Sanitaryware
28525,Upto 25% OFF on Sanitaryware & CP Fitting
28526,Upto 50% OFF on Mobile Accessories
28527,59% discount on orders of Rs.1499+
28528,62% discount on Min. order of Rs.2016
28529,40% discount on Kids Dresses & Skirts
28530,Extra Rs.500 discount on order of Rs.3000+
28531,24% discount + 10% discount on Shared and Reseller Hosting Domain Names
28532,Up To 28% discount on Shared Hosting and VPS
28533,"5% discount on order of Rs. 10,000+"
28534,"7% discount on order of Rs. 25,000+"
28535,18% discount on all products
28536,Rs.50 Cashback on PayZapp (on Transaction of Rs.200+)
28537,"Singapore Airlines Offer Starting At Rs.22,000 (Travel Period From 01st Feb to 31st Mar 2016)"
28538,70% Cashback + Free Activity on FabHotel Bookings (Max. Cashback Rs 2500. Stay Dates Upto 31st Mar 2016)
28539,Upto Rs.400 Cashback on Domestic Flight Bookings (for Transactions made only on 04th Feb 2016)
28540,Upto 25% discount on Best Sellers Books
28541,50% OFF Reward Flights on Selected Destinations (Travel between 7th Feb to 15th Mar 2016)
28542,Exclusive Golf Tour Championship experience. when you Log in to Emirates Skywards and Business Rewards
28543,Upto 90% OFF on Ladies Westernwear
28544,Tops and Tees Collection Starting at Rs.199
28545,20% OFF on Entire Toys Range
28546,Upto 50% OFF + Extra 10% Cashback on All Diapers (Max. Cashback is Rs. 250)
28547,Rs.300 OFF on orders of Rs.1299+ (Not on Few products)
28548,20% OFF on Diapers (on orders of Rs.1499. Max. Discount is Rs.1000. Not on few brands and categories)
28549,Frocks Collection Starting at Rs.299
28550,Extra 25% OFF on Woodpecker and Teak Wood Furniture
28551,Extra Rs.100 OFF on Skullcandy Headphones
28552,22% discount on All Products for ICICI Bank Users
28553,Rs.100 Cashback on Utility Bill Payments of Rs.500+ (New Users only. on credit/debit card & Netbanking transactions only)
28554,Rs.100 Cashback on Landline Bill Payment of Rs.300+ (New Users only. on credit/debit card & Netbanking transactions only)
28555,Rs.100 Cashback on DTH Recharge of Rs.300+ (For New users only. on credit/debit card & Netbanking Transactions)
28556,Cobo product Free on purchase of Rs.799+
28557,"Upto Rs.20,000 OFF on International Roundtrip Flight Bookings (Min. Bookings of Rs.40,000)"
28558,Upto 65% OFF + 25% Burn goCash on Domestic Hotel Bookings
28559,50% OFF + Extra 5% OFF on Domestic Hotel Bookings (Max. Discount of Rs.5000)
28560,10% discount on Pets Toys
28561,Bormioli Rocco Storage Products Starting At Rs.155
28562,55% discount on Frenchie Mini Couture Products
28563,The Quirk Box Products Starting At Rs.110
28564,Premium Kitchen Products Starting At Rs.130
28565,27% discount on All Web Hosting Plans
28566,10% discount on Min. Purchase of Rs.1500
28567,70% OFF on Branded Footwear (Code is between 12:00 PM to 2:00 PM)
28568,New Launches Mobiles Starting at Rs.3480
28569,Sleep Mask Free on prettysecrets Lingerie
28570,10% discount on All Orders
28571,Upto Rs.5000 OFF on International Flights
28572,Upto 70% OFF + Extra 20% OFF + Save 40% More on Domestic Hotel Bookings (Max. Discount of Rs. 4000)
28573,Upto Rs.2000 OFF on International Hotel Bookings (Max. Discount is Rs.2000. Min. Booking of Rs.5000)
28574,12% OFF on International Hotel Bookings (Max. Discount is Rs.1100. Checkout date 31-Mar-2016)
28575,Upto 25% Cashback on GoAir Flight Bookings (Max. Cashback of Rs.1200)
28576,Kids Wardrobe Starting At Rs.6689
28577,Extra 15% discount on Valentine Gifts
28578,25% OFF + Extra 15% Cashback for ICICI Bank users
28579,Extra 35% Cashback on Women's Kurtis
28580,70% Cashback on total order value (Max. Cashback limitis Rs. 4999)
28581,25% Cashback on Titan Watches (Max.cash back Rs. 5000)
28582,30% Cashback on Home and Kitchenware products (Max Cashback of Rs.4000)
28583,25% Cashback on total order value (Max. Cashback limitis Rs. 4999)
28584,Up To 60% discount + Extra 30% CashBack on Branded Jeans For Men
28585,Rs.200 OFF on orders of Rs.500
28586,35% OFF on Ocean Brand Products
28587,"Extra 25% OFF on Furniture, Home D&amp;eacute;cor, Furnishings, Lamps &amp;amp; Lighting. (Max. discount of Rs.400)"
28588,20% discount + Extra 10% Cashback when you pay via Paytm Wallet
28589,Upto 70% OFF on Bike Body Covers
28590,Upto 30% OFF 3M Corner products
28591,Upto 60% OFF on Helmets
28592,Bluetooth Audio Starting at Rs.399
28593,Upto 80% OFF on Car Mobile Holders and Chargers
28594,Upto 60% OFF on Tyres
28595,Upto 70% OFF on Storage Device
28596,"Canon EOS 1200D Kit Get it for just Rs.17,990"
28597,Rs.350 OFF on purchase of Rs.1800
28598,20% discount on Selected Home Decor Items
28599,Rs.500 discount on Home Cleaning Services (for first time users only)
28600,30% discount on Car Spa Services (for first time users only)
28601,30% discount on Customized Deep Clean Services (for first time users only)
28602,"Rs.200 discount on Electrician, Plumber and Carpenter Services (for first time users only)"
28603,First Hour Free on Local Driver Services (for first time users only)
28604,Rs.25 discount on Bus Ticket Bookings
28605,20% Cashback on Bus Ticket Bookings
28606,Up To 50% discount on Hotel Bookings in Goa
28607,Air Pegasus Fares Offer Starting at Rs.999
28608,Watches Offer Starting at Rs.199
28609,Buy1 and Get 1 on Men casual shoes
28610,Women footwear Offer Starting at Rs. 149
28611,The Saree store Starting at Rs. 799
28612,Sinfully Sexy Lingerie Starting At Rs.475
28613,Playful Sexy Lingerie Starting At Rs.395
28614,Sparkling Sexy Lingerie Starting At Rs.1345
28615,Sweet Sexy Lingerie Starting At Rs.171
28616,Naughty Sexy Lingerie Starting At Rs.248
28617,21% discount on Min. Order of Rs.1500
28618,15% - 28% OFF on Sanitaryware & Bathroom Fitting
28619,"5% - 30% OFF on Plywood, Laminates & Building Materials"
28620,20% - 50% OFF on Bags
28621,Upto 15% Discount on Sanitaryware
28622,Upto 5% Discount on Mens Wear
28623,Upto 10% OFF on Ladies & Mens Wear
28624,"Flat 5% discount on a minimum transaction of Rs.5,000"
28625,Flat 20% Off on all purchases at fnp.com
28626,"Get Rs.500 off on online purchases of Rs.2,500 and above"
28627,Flat 5% discount on all categories
28628,"Get 7% discount on a minimum transaction of Rs.30,000"
28629,Get 50% OFF on every order
28630,Flat 40% OFF on Second Hearing Aid
28631,Flat 50% OFF on Kids Fashion
28632,Upto 50% Discount on Health & Beauty 
28633,Upto 20% OFF on Tiles & Sanitaryware
28634,Upto 20% OFF on Sanitaryware & Hardware Items
28635,10% - 50% OFF on Electrical Items
28636,Up to 25 % off on air conditioners and other products for TCS Employees
28637,10% - 50% OFF on Electrical Items
28638,Upto 35% OFF on Furniture Fitting Items
28639,"Tata Coffeeâ€™s Plantation Trails, Coorg, offers an exclusive 15% discount"
28640,Tata employees get an exclusive 2 % discount!
28641,Upto 50% Discount on Electrical Goods
28642,30GB free data every month for the first three months & Free Wi-Fi router for TATA employees
28643,"Just pay Rs7,000 and drive home your favorite Bolt at 7.77 percent interest rate plus special edition kit worth Rs25,000 for TATA Employees"
28644,Exclusive 7.% discount for TATA employees
28645,10% - 30% OFF on Sanitaryware
28646,10% - 25% OFF on Furnishing & Mattresses
28647,Upto 10% Discount on Eyewear
28648,15% discount on Valentine's Day Collection
28649,Extra 20% OFF on Toys
28650,Extra 20% OFF on Farlin-Best-Selling-Products
28651,Extra 20% OFF on baby shirt-pant set
28652,Extra 20% OFF on Valentine Gifts
28653,Extra 20% OFF on wedding Gifts
28654,Best Offers on Gift Cards
28655,Free 25 Kgs baggage allowance. when you Book a domestic Air India flight
28656,Rs.700 Cashback on Domestic Roundtrip Flights Bookings with Simplyclick SBI Card.
28657,20% discount on Car Accessories
28658,Rs.100 OFF on orders of Rs.400
28659,13% discount on Order of Rs.999+
28660,Rs.149 discount on Hot Cookie Cup Warmer
28661,Rs.240 discount on Mod Accordion Cooling Carrier
28662,Rs.401 discount on Emergency Trekking Toolkit
28663,Extra 7% OFF on Hotel Bookings
28664,Extra Upto 50% OFF on your Big Travel plans.
28665,20% discount on Koryo Digital Healthy Fryer 3.2 Ltr
28666,8% discount on Koryo 1.0 Ton Split AC 5 Star
28667,25% OFF on Bleeding Blue Apparel by Babyhug
28668,"50% OFF on Handpicked ProductsNot on diapers, few categories & brands"
28669,Colouring Books Get it for just Rs.1
28670,"60% OFF on Handpicked Products (Not on diapers, few categories & brands)"
28671,Rs. 99 on Toys - 
28672,"20% OFF on Books,CDs & School Supplies on orders of Rs.750+"
28673,50% OFF + Free Diamond Pendant on Jewellery
28674,Extra 5% OFF on Men's Clothing by John Players
28675,Rs.30 Cashback on Recharge and Bill Payment of Rs.50+ credit and debit card transaction
28676,Upto 65% OFF + Extra 100% Cashback on Domestic Hotels (Max. Off is Rs.4000 and Max. Cashback is Rs.8000)
28677,"Upto Rs.12,000 OFF on Roundtrip International Flight Bookings (Min. Bookings of Rs.15,000)"
28678,"Upto Rs.7000 OFF on One-way International Flight Bookings (Min. Bookings of Rs.15,000)"
28679,"Upto Rs.15,000 OFF on Oneway International Flight Bookings (Min. Bookings of Rs.40,000)"
28680,"Samsung Galaxy Note 2 Mobile Get it for just Rs.12,499"
28681,Rs.200 OFF when you shop from App
28682,Upto 90% Off + Extra Rs.50 OFF on Jewellery
28683,Get 10% discount Offer on all products
28684,55% discount on Selected USA Products
28685,77% OFF on Wall Shelves and Racks
28686,Upto 87% OFF on The Love Store Valentine Gift products
28687,15% discount on Kids Boy Footwear
28688,Upto 50% discount on Branded Toys
28689,25% discount on Min. Purchase Of Rs.1995
28690,Extra 28% discount on all products on order of Rs.1099+
28691,Upto Rs. 1200 OFF on Domestic Flights Bookings for 1st time net banking user only
28692,25% OFF + Rs. 600 OFF on Domestic Flights Bookings + Extra Off on GoAir Flights bookings
28693,90% OFF on Domestic Hotels (Max. discount upto Rs. 4000)
28694,Up To 50% discount + Extra 10% discount on Kids Bunk Beds
28695,Up To 70% discount + Extra 10% discount on Double Bedsheets
28696,Women's Jewellery Pendent Starting At Rs.240
28697,Men's Fashions Accessories Starting At Rs.399
28698,Men's Ties Get it for just Rs.599
28699,Upto 50% OFF + Extra 20% Cashback on Soft Toys (Max. Cashback is Rs.4000)
28700,Upto 40% OFF + Extra 15% Cashback on Speakers And Home Theaters (Max. 1 order per user)
28701,Upto 50% Cashback on Automotive Bestsellers products
28702,25% OFF on Car and Bike Tools
28703,10% Cashback on every 10th Booking of Hotel (Max. Cashback of Rs.2000. Only on Mobile App)
28704,Extra 6% Cashback on TVs
28705,Rs.5 Cashback on Recharges and Bill payments of Rs.50
28706,Extra 30% OFF on Furniture & Home Engagement products (on orders of Rs.1000+)
28707,"Extra 10% OFF on Kitchen & Dining, Bath, Housekeeping, Appliances and Pets Supplies products  (Max. Discount is Rs.500)"
28708,Extra 25% OFF on All products (Max. Discount is Rs.400)
28709,35% OFF on Ocean Brand Products
28710,12% discount + Extra 1% discount when you pay via PayUmoney Wallet
28711,"Discover America With Qatar Airways Starting at Rs.53,000 (Travel Till 30th Nov 2016)"
28712,Study Of Data Interpretation Analysis & Sufficiency Get it for just Rs.45
28713,Chacha Chaudhary Comic (set of six) Get it for just Rs.105
28714,20% discount on Bus Tickets
28715,Up To 20% discount on Reddy Express Bus Tickets
28716,Computer Accessories Starting at Rs.149
28717,Upto 70% OFF + Free 18k Gold Plated Bracelet on Clovia Fashion Lingerie and Nightwear (on purchase of Rs.1499+)
28718,15% discount on Valentine Gifts
28719,"Upto Rs.10,000 discount on India Holidays"
28720,5% discount when you pay via American Express Cards
28721,Hotel Room Starting At Rs.660
28722,Extra 30% Cashback when you pay vis Paytm Wallet (Max. Cashback of Rs.200)
28723,90 STD Minutes For 7 Days Starting at Rs.55
28724,Special Rates on International Roaming Starting At Rs.1684 (For 30 Days)
28725,Up To 65% discount on Proposing Gifts For Women
28726,Book Air Asia International Flights Starting At Rs.6790 (on Selected Destinations only. Travel Period from 1st Feb to 30th Jun 2016)
28727,15% OFF + Extra 75% Cashback on Chain Hotel Bookings
28728,"Upto Rs.10,000 OFF on All International Airlines & Routes (For One Time Use.  On Yatra Mobile App)"
28729,IDBI Bank card Holder Offer on any Bookings Made on Yatra for IDBI Bank Card users
28730,Rs.250 discount on purchase of Rs.1499+
28731,2 Triumph Bras Get it for just Rs.999
28732,10% - 40% OFF on Furniture Hardware
28733,10% - 30% OFF on Fancy Hardware
28734,10% - 30% OFF on Hardware
28735,10% - 30% Off on Electrical & Hardware Items
28736,"Upto 20% OFF on Plywood, Laminates & Veneer"
28737,30% off on PVR - Movie Tickets
28738,5% - 30% OFF on Tiles & Sanitaryware
28739,Special Offer on Beauty Services
28740,Upto 20% OFF on Furnishing & Mattresses
28741,Upto 20% OFF on Furnishing & Mattresses
28742,Upto 10% Discount on Hardware Items
28743,Additional 5% Off on Jewellery
28744,Flat 20% discount on Room charges 
28745,Flat 20% discount on all drives
28746,Upto 30% OFF on Wallpaper & Wooden Flooring
28747,Upto 45% Discount on Plywood
28748,Upto 10% OFF on Car & Bike Battery
28749,Upto 10% Discount on Car & Bike Battery
28750,Upto 45% Discount on Plywood
28751,Flat 50% OFF on all Coffee
28752,Get special offers at Cafe Coffee Day
28753,Upto 25% OFF on Ice Cream
28754,Get 31 % OFF on Ice Cream 
28755,Get 31% OFF on Ice Cream
28756,Special Offer on Cakes
28757,Get 20% OFF on Ice Cream
28758,Upto 25% OFF on Hair & Beauty Services
28759,Upto 30% OFF on Jewellery
28760,Flat 30% OFF on Ice Cream
28762,Upto 20% OFF on  Diamond Jewellery
28763,Special offers on Hair & Beauty Services
28764,Special discount on Hair & Beauty Services
28765,Upto 10% Discount on Flour Mills
28766,"Flat 5% Discount on Plywood, Sunmica & Veneer"
28767,"Flat 5% Discount on Plywood, Sunmica & Veneer"
28768,Upto 15% OFF on Furnishing & Mattresses
28769,Upto 30% OFF on Furnishing & Mattresses
28770,"Upto 10% OFF on Plywood, Laminates & Veneer"
28771,10% - 50% OFF on Architecture Hardware 
28772,Flat 10% OFF on all types of Food
28773,Flat 10% Discount on Food
28774,15% discount on All Orders
28775,10% Discount on Hotel Bookings
28776,20% OFF on Flight Bookings for HDFC Bank Card users (Travel Period 1st Jul to 30th Sep 2016)
28777,Upto 40% OFF + Extra 15% discount on Valentine Day Ethnic Jewellery Collection
28778,55% discount on Min. order of Rs.1499 For 1st 100 Orders
28779,Extra 30% OFF on products listed at landing page
28780,10% OFF on Hard Drives
28781,Up To 33% discount on Men's Lifestyle Products
28782,Up To 85%% discount on Leather Belts & Wallets
28783,Up To 33%% discount on Homeware Products
28784,Up To 35%% discount on Kitchenware Products
28785,Up To 74%% discount on Kids Lifestyle Products
28786,Up To 51% discount on Women's Lifestyle Products
28787,"10% Discount on Fresho Signature Muffins, Cookies and Rusk"
28788,15% discount + Extra 10% Discount on Prepaid purchase of Carpets
28789,Upto Rs.550 Cashback on Domestic Flight Bookings (Till 08th Feb 2016 from 2 pm to 7 pm)
28790,Rs.999 OFF on Every Ticket on Aircosta Airlines (Travel period from 20th Feb to 29th Oct 2016)
28791,Rs.100 discount on Min. Purchase Of Rs.999+
28792,Rs.2000 Exchange Benefit on Electrolux 170L Direct Cool Refrigerator
28793,25% OFF only on Wednesday (Min. Purchase of Rs.350)
28794,25% OFF on watches (Max. discount of Rs.5000)
28795,Upto Rs.200 OFF on First Transaction only
28796,10% OFF on Svl and Beltek LEDs (Max. discount of Rs.2500)
28797,20% discount on products listed at landing page.
28798,Up To 10% discount on Bus Ticket Booking
28799,Rs.100 discount on Min. Order of Rs.599
28800,Rs.500 discount on order of Rs.3333+
28801,13% discount on order of Rs.899+
28802,15% discount on order of Rs.1599+
28803,"Upto 60% OFF on Hotel Bookings at Singapore, Kuala Lumpur, Bali, Siem Reap, Ho Chi Minh & more"
28804,"Upto 50% OFF on Hotels Bookings at Goa, Agra, Shimla, Krabi and more"
28805,Upto 50% OFF on Sri Lanka and Nepal hotel bookings
28806,30% OFF on all Hotel Bookings at expedia
28807,15% OFF on Birthday & Gifts (on orders of Rs.750+)
28808,"Rs.600 OFF on orders above Rs.2000 (Not on diapers, combos, infant feeding and few brands)"
28809,"Rs.300 OFF on Orders of Rs.1299+ (Not on diapers, few categories & brands)"
28810,"Rs. 300 OFF on Frocks, Tops & Tees on order of Rs. 999+ (Not on diapers, few categories & brands)"
28811,"Rs.150 discount on Order Of Rs.599+ (not on Diapers, Combos, Bottles and Accessories and Formula and Supplements and Few brands)"
28812,"20% Discount on Min. Purchase Of Rs.1299 (Not on Combos, Formula and Supplements, Bottles and Accessories and Few Brands)"
28813,"Rs.250 Discount on Min. Purchase Of Rs.999+ (not on Combos, Bottles and Accessories, Bottle Cleaning and Sterilisation and Formula and supplements )"
28814,25% Discount on Entire Nursery Range Products
28815,"Rs.850 Discount on Purchases of Rs.2999+ (Not on Diapers, Combos, Bottles and Accessories and Formula and Supplements and Few brands)"
28816,30% Discount on Clothes And Shoes (not on Few Brands)
28817,Shopping Carnival Upto 80% OFF
28818,51% OFF on Kids Fashion
28819,Rs.100 OFF on Diapers (Not on combos)
28820,15% OFF on Maternity Wear (on orders ofRs.750+)
28821,20% OFF on Feeding & Nursing (on orders of Rs.750+)
28822,25% OFF on Toys only on App (Not on selected brands)
28823,10% OFF on Diapering Essentials (on orders of Rs.750+)
28824,Letv Le 1S Mobile Register for Flash Sale on 9th Feb
28825,Valentine Offers Say it with Love
28826,10% Off on Gift Cards Pick one for your Valentine
28827,"Fully Automatic Washing Machines Starting at Rs.10,490"
28828,15% discount on Order of Rs.499+
28829,50% discount on Beautiful Heart Shaped Chocolate Box
28830,15% discount on Rose Day Gift Collection
28831,14% Cashback when you pay via Paytm Wallet
28832,10% Discount on All Products
28833,Up To 50% discount on Trending Gifts For Men
28834,Up To 25% discount on Naughty Gifts
28835,Upto 65% OFF + 25% Burn goCash on Domestic Hotel Bookings
28836,"50% discount on HealthViva Flaxseed Oil (Omega 3-6-9), 60 Veggie Capsules"
28837,Fitness Bands & Watches Starting At Rs.3990
28838,Up To 62% discount on Green Coffee Bean Extract
28839,Up To 45% discount on Energy Drinks and Powders
28840,Celkon 4.0 inch Rotatable Camera Phone Get it for just Rs.1699
28841,Celkon 3.5 inch (8.89cms) Android KitKat Phone Get it for just Rs.1799
28842,Intex Aqua Xtreme II Dual Sim Android Mobile Get it for just Rs.9390
28843,Karbonn S15 Ultra Dual Sim Android Mobile Get it for just Rs.3249
28844,Micromax Bolt D200 Dual Sim Android Mobile Phone Get it for just Rs.2299
28845,Micromax Canvas Fire A096 Dual Sim Android Mobile Get it for just Rs.6448
28846,Micromax A255 Canvas selfie Dual Sim Android Mobile Get it for just Rs.15399
28847,Micromax X2411 Dual Sim Bar Mobile Phone (Grey) Get it for just Rs.1309
28848,Celkon 4.5 inch Quad Core Android 3G Phone Get it for just Rs.3033
28849,Micromax Q335 Dual Sim Android Mobile Phone (Black) Get it for just Rs.4914
28850,Celkon 4.0 inch 3G Quad Core Android Phone Get it for just Rs.2699
28851,Celkon 4.0 inch Android KitKat Phone Get it for just Rs.2099
28852,Tiny Baby Gorgeous Evening Wear Starting At Rs.1020
28853,42% discount on Boston Warehouse Products
28854,Frangipani Nightwear Get it for just Rs.599
28855,Lilpick Infant Rompers Get it for just Rs.899
28856,20% discount on Toy Balloon Party Dresses
28857,36% discount on Clayton Luxury Watches
28858,30% discount on all products
28859,Samsung Galaxy S3 Neo GT-I9300I Get it for just Rs.9999
28860,"Apple iPhone 6S (64GB) Gold Get it for just Rs.57,777"
28861,"14% Cashback + Extra 10% Discount for MobiKwik New Users (Only on Jabong Mobile App. not on Inner wear, jewellery, bundles, beauty products, gold coins and Few Brands)"
28862,10% OFF on Men's Apparels (Min. purchase of Rs.999)
28863,14% Cashback when you pay via MobiKwik wallet (Max. Cashback is Rs.150)
28864,Buy 1 Get 2 Free on Women's Apparels
28865,Free Nail Paint on Colorbar Make products
28866,Free Sleep Mask on Women's Lingerie (Min. Purchase of Rs.999)
28867,Up to 40% Bonus JPMiles on JPMiles (Min. Purchase of Rs.1500)
28868,Up To 50% discount on Baby Skincare Products
28869,25% OFF + Extra 25% Cashback on All Products
28870,"Dress, Shoes, Bags and Accessories Everything under Rs.499"
28871,Upto 50% OFF on Super gorgeous suits
28872,50% OFF on Hand Bags
28873,90% OFF on Domestic hotel Bookings (Max. Discount is Rs.4000)
28874,20% Cashback when you add money to MobiKwik Wallet (Min. Recharge of Rs.10. Max. Cashback is Rs.50)
28875,10% Cashback on DTH Recharge of Rs.400
28876,7% Cashback on Prepaid and Postpaid recharge of Rs.100
28877,"10% Cashback on Utilities, Landline, Electricity or Gas Payments of Rs.500"
28878,18% Discount on Valentine Category
28879,50% discount on Hotel Bookings
28880,10% Cashback on Women's Dress Material (Max. Cashback is Rs.5000)
28881,40% Cashback on Clutches & Wallets (Max. Cashback is Rs.5000)
28882,25% Cashback on Dress Material (Max. Cashback is Rs.2500)
28883,20% Cashback on Men's Branded Accessories
28884,55% Cashback on Clutches & Wallets (Max.cash back Rs. 5000)
